#{"t_start": 1716641042.527058, "env_id": "None"}
r,l,t
-38.0,40,219.605434
-37.0,39,219.620474
-39.0,41,219.770895
-41.0,43,219.800457
-43.0,45,219.826524
-48.0,50,219.918241
-54.0,56,220.097041
-55.0,137,220.103099
-55.0,139,220.130141
-42.0,44,220.172733
-42.0,44,220.181178
-43.0,45,220.208738
-46.0,48,220.251351
-45.0,47,220.255348
-46.0,48,220.281807
-41.0,43,220.32039
-41.0,43,220.321384
-41.0,43,220.350081
-41.0,43,220.461846
-42.0,44,220.473895
-45.0,47,220.522005
-59.0,61,220.593882
-66.0,68,220.605403
-48.0,50,220.609403
-37.0,39,220.645988
-37.0,39,220.657501
-37.0,39,220.662506
-38.0,40,220.713115
-38.0,40,220.724641
-37.0,39,220.730153
-37.0,39,220.862527
-37.0,39,220.878566
-38.0,40,220.88557
-40.0,42,220.943218
-40.0,42,220.959743
-40.0,42,220.968278
-41.0,43,221.018743
-41.0,43,221.03126
-41.0,43,221.038295
-41.0,43,221.09692
-40.0,42,221.108403
-42.0,44,221.114913
-42.0,44,221.269168
-43.0,45,221.283202
-42.0,44,221.292222
-40.0,42,221.354455
-39.0,41,221.368492
-41.0,43,221.382032
-38.0,40,221.41638
-40.0,42,221.441618
-39.0,41,221.452154
-41.0,43,221.492043
-40.0,42,221.505585
-40.0,42,221.518631
-40.0,42,221.648075
-43.0,45,221.681661
-42.0,44,221.692187
-44.0,46,221.737497
-42.0,44,221.751119
-42.0,44,221.767159
-45.0,47,221.805578
-45.0,47,221.818612
-45.0,47,221.825613
-43.0,45,221.873791
-41.0,43,221.891318
-40.0,42,221.895327
-39.0,41,221.92889
-40.0,42,221.941488
-39.0,41,221.94579
-40.0,42,222.077077
-40.0,42,222.089593
-39.0,41,222.091591
-41.0,43,222.150245
-42.0,44,222.166767
-40.0,42,222.166767
-40.0,42,222.214369
-40.0,42,222.232405
-40.0,42,222.232405
-41.0,43,222.303936
-41.0,43,222.318043
-43.0,45,222.328499
-42.0,44,222.387677
-41.0,43,222.398757
-68.0,70,222.537093
-39.0,41,222.543118
-40.0,42,222.563396
-39.0,41,222.623662
-39.0,41,222.629182
-38.0,40,222.64522
-37.0,39,222.692358
-37.0,39,222.69736
-37.0,39,222.70887
-40.0,42,222.768052
-40.0,42,222.771049
-42.0,44,222.894338
-49.0,51,222.960473
-48.0,50,222.972991
-46.0,48,222.999048
-43.0,45,223.059677
-42.0,44,223.060674
-43.0,45,223.07733
-45.0,47,223.159036
-46.0,48,223.16355
-45.0,47,223.179068
-46.0,48,223.379931
-47.0,49,223.387443
-48.0,50,223.408483
-38.0,40,223.471749
-38.0,40,223.478751
-38.0,40,223.501877
-40.0,42,223.589345
-40.0,42,223.596343
-41.0,43,223.628147
-43.0,45,223.80519
-45.0,47,223.812707
-48.0,50,223.85032
-50.0,52,223.924988
-48.0,50,223.931513
-53.0,55,223.969594
-48.0,50,224.020095
-46.0,48,224.021094
-53.0,55,224.053172
-40.0,42,224.08374
-40.0,42,224.08474
-40.0,42,224.233653
-42.0,44,224.256759
-42.0,44,224.25776
-54.0,56,224.34996
-41.0,43,224.359495
-41.0,43,224.360492
-42.0,44,224.440497
-43.0,45,224.449019
-43.0,45,224.450022
-39.0,41,224.499617
-39.0,41,224.514142
-39.0,41,224.518674
-40.0,42,224.694773
-40.0,42,224.703296
-39.0,41,224.703296
-40.0,42,224.775496
-39.0,41,224.785026
-39.0,41,224.785026
-40.0,42,224.861018
-41.0,43,224.870534
-42.0,44,224.872535
-40.0,42,224.929944
-42.0,44,224.939471
-43.0,45,224.940471
-44.0,46,225.003662
-42.0,44,225.009178
-46.0,48,225.015178
-43.0,45,225.062279
-43.0,45,225.067278
-44.0,46,225.134484
-41.0,43,225.26785
-40.0,42,225.273363
-40.0,42,225.280366
-39.0,41,225.337649
-39.0,41,225.342645
-40.0,42,225.352684
-40.0,42,225.389784
-40.0,42,225.394295
-41.0,43,225.407826
-42.0,44,225.455419
-41.0,43,225.459423
-40.0,42,225.468935
-43.0,45,225.505477
-43.0,45,225.507481
-43.0,45,225.52106
-45.0,47,225.568032
-45.0,47,225.575562
-43.0,45,225.587077
-49.0,51,225.635139
-44.0,46,225.642519
-50.0,52,225.642519
-43.0,45,225.795437
-42.0,44,225.80145
-42.0,44,225.80145
-48.0,50,225.897053
-49.0,51,225.903571
-50.0,52,225.904577
-48.0,50,225.969665
-47.0,49,225.973665
-49.0,51,225.981182
-40.0,42,226.025252
-40.0,42,226.078384
-41.0,43,226.097442
-39.0,41,226.166099
-39.0,41,226.170616
-40.0,42,226.174614
-43.0,45,226.234309
-42.0,44,226.239312
-42.0,44,226.247342
-42.0,44,226.293401
-42.0,44,226.298441
-43.0,45,226.302441
-44.0,46,226.366616
-50.0,52,226.368613
-44.0,46,226.371117
-48.0,50,226.425692
-47.0,49,226.428695
-51.0,53,226.432694
-47.0,49,226.483911
-48.0,50,226.489429
-48.0,50,226.493425
-39.0,41,226.544784
-40.0,42,226.552814
-40.0,42,226.650077
-43.0,45,226.711393
-42.0,44,226.715623
-40.0,42,226.716622
-42.0,44,226.792317
-41.0,43,226.796317
-42.0,44,226.798836
-40.0,42,226.858528
-41.0,43,226.873565
-42.0,44,226.881624
-44.0,46,226.945563
-42.0,44,226.94808
-42.0,44,226.953091
-38.0,40,227.121315
-38.0,40,227.123313
-38.0,40,227.12731
-41.0,43,227.180424
-41.0,43,227.182939
-39.0,41,227.18394
-42.0,44,227.271694
-41.0,43,227.272696
-42.0,44,227.272696
-40.0,42,227.355699
-43.0,45,227.356696
-42.0,44,227.357699
-37.0,39,227.407971
-37.0,39,227.411968
-38.0,40,227.413968
-40.0,42,227.619388
-40.0,42,227.620399
-39.0,41,227.622409
-41.0,43,227.726249
-42.0,44,227.727192
-42.0,44,227.728192
-49.0,51,227.901518
-49.0,51,227.901518
-49.0,51,227.923578
-47.0,49,228.099235
-48.0,50,228.100142
-47.0,49,228.101141
-47.0,49,228.180847
-49.0,51,228.185352
-53.0,55,228.192359
-27.0,37,228.237974
-27.0,37,228.243499
-27.0,37,228.249519
-30.0,38,228.299602
-37.0,39,228.305118
-37.0,39,228.312627
-42.0,44,228.368712
-43.0,45,228.381248
-45.0,47,228.44541
-47.0,49,228.535136
-45.0,47,228.539654
-45.0,47,228.551708
-42.0,44,228.60884
-42.0,44,228.614373
-42.0,44,228.626895
-39.0,41,228.65731
-38.0,40,228.660311
-39.0,41,228.671831
-40.0,42,228.807164
-39.0,41,228.809163
-39.0,41,228.826199
-38.0,40,228.8658
-39.0,41,228.868315
-40.0,42,228.932077
-41.0,43,228.936085
-76.0,78,228.939085
-43.0,45,228.993386
-42.0,44,228.994385
-41.0,43,228.995894
-39.0,41,229.057945
-39.0,41,229.059451
-39.0,41,229.062465
-40.0,42,229.18138
-40.0,42,229.188899
-52.0,54,229.218497
-43.0,45,229.265528
-43.0,45,229.267529
-47.0,49,229.292573
-44.0,46,229.334658
-44.0,46,229.357204
-78.0,80,229.389859
-42.0,44,229.398867
-42.0,44,229.428438
-44.0,46,229.450974
-45.0,47,229.46049
-47.0,49,229.576072
-47.0,49,229.610627
-48.0,50,229.623149
-62.0,64,229.679361
-47.0,49,229.755402
-44.0,46,229.829614
-45.0,47,229.986575
-100.0,232,230.084329
-47.0,49,230.088335
-41.0,43,230.14293
-105.0,265,230.14293
-40.0,42,230.145931
-39.0,41,230.198057
-39.0,41,230.198057
-39.0,41,230.201569
-39.0,41,230.345297
-39.0,41,230.345297
-38.0,40,230.355351
-37.0,39,230.480188
-37.0,39,230.480188
-37.0,39,230.481188
-38.0,40,230.526003
-38.0,40,230.526003
-38.0,40,230.528003
-40.0,42,230.586643
-41.0,43,230.58864
-43.0,45,230.593643
-49.0,51,230.647255
-49.0,51,230.648766
-60.0,62,230.665777
-39.0,41,230.780083
-39.0,41,230.789606
-38.0,40,230.808631
-37.0,39,230.843788
-37.0,39,230.844788
-37.0,39,230.865478
-38.0,40,230.90955
-37.0,39,230.90955
-37.0,39,230.927253
-40.0,42,230.966259
-41.0,43,230.967261
-40.0,42,230.988303
-43.0,45,231.032883
-43.0,45,231.032883
-45.0,47,231.053921
-44.0,46,231.172753
-44.0,46,231.176761
-50.0,52,231.206327
-40.0,42,231.243891
-40.0,42,231.244894
-39.0,41,231.278145
-40.0,42,231.304196
-40.0,42,231.307196
-41.0,43,231.333271
-42.0,44,231.372331
-42.0,44,231.377858
-48.0,50,231.415002
-44.0,46,231.434745
-45.0,47,231.434745
-44.0,46,231.522462
-42.0,44,231.576622
-43.0,45,231.577822
-41.0,43,231.620896
-39.0,41,231.652014
-41.0,43,231.659024
-39.0,41,231.688221
-39.0,41,231.707256
-40.0,42,231.712259
-39.0,41,231.752833
-43.0,45,231.784411
-43.0,45,231.788409
-44.0,46,231.823026
-43.0,45,231.939363
-43.0,45,231.946373
-44.0,46,232.008587
-43.0,45,232.037162
-46.0,48,232.04821
-42.0,44,232.076563
-40.0,42,232.100093
-39.0,41,232.108101
-38.0,40,232.13623
-39.0,41,232.162285
-41.0,43,232.171802
-40.0,42,232.190826
-42.0,44,232.207848
-42.0,44,232.226385
-46.0,48,232.336642
-45.0,47,232.358214
-45.0,47,232.370737
-45.0,47,232.413188
-44.0,46,232.432226
-44.0,46,232.446743
-41.0,43,232.47983
-39.0,41,232.510037
-39.0,41,232.521547
-38.0,40,232.555617
-40.0,42,232.581744
-40.0,42,232.644908
-48.0,50,232.74373
-41.0,43,232.761274
-42.0,44,232.772805
-40.0,42,232.823914
-40.0,42,232.840963
-41.0,43,232.855836
-41.0,43,232.883375
-40.0,42,232.90041
-39.0,41,232.958582
-40.0,42,233.010211
-39.0,41,233.020736
-38.0,40,233.032264
-40.0,42,233.073521
-40.0,42,233.160266
-40.0,42,233.195855
-41.0,43,233.24646
-42.0,44,233.258006
-43.0,45,233.271534
-41.0,43,233.318189
-41.0,43,233.332331
-42.0,44,233.354924
-41.0,43,233.405538
-42.0,44,233.423196
-43.0,45,233.435712
-40.0,42,233.466802
-41.0,43,233.483313
-41.0,43,233.596624
-41.0,43,233.640694
-41.0,43,233.660269
-43.0,45,233.676783
-42.0,44,233.715894
-42.0,44,233.740937
-41.0,43,233.757485
-39.0,41,233.78207
-40.0,42,233.791589
-41.0,43,233.807627
-43.0,45,233.841197
-41.0,43,233.849708
-41.0,43,233.872274
-41.0,43,233.90384
-40.0,42,233.913349
-41.0,43,233.932492
-42.0,44,234.054902
-43.0,45,234.069942
-42.0,44,234.08497
-40.0,42,234.14354
-40.0,42,234.163104
-41.0,43,234.182907
-42.0,44,234.206493
-40.0,42,234.22555
-42.0,44,234.247573
-40.0,42,234.278656
-40.0,42,234.284659
-42.0,44,234.309213
-42.0,44,234.340741
-44.0,46,234.353266
-43.0,45,234.465038
-43.0,45,234.496608
-44.0,46,234.506133
-45.0,47,234.538523
-49.0,51,234.576122
-50.0,52,234.592643
-46.0,48,234.608372
-47.0,49,234.643944
-45.0,47,234.654471
-43.0,45,234.673037
-43.0,45,234.710134
-42.0,44,234.718644
-41.0,43,234.807856
-45.0,47,234.855913
-52.0,54,234.878034
-50.0,52,234.89256
-48.0,50,234.928415
-40.0,42,234.935416
-38.0,40,234.944946
-37.0,39,234.987563
-37.0,39,234.999082
-38.0,40,235.013127
-39.0,41,235.047453
-40.0,42,235.05948
-39.0,41,235.122652
-40.0,42,235.209299
-41.0,43,235.221833
-40.0,42,235.232342
-40.0,42,235.274439
-39.0,41,235.287967
-40.0,42,235.336242
-40.0,42,235.357122
-75.0,77,235.357122
-38.0,40,235.409274
-38.0,40,235.41779
-38.0,40,235.41779
-39.0,41,235.566191
-40.0,42,235.578984
-40.0,42,235.578984
-44.0,46,235.72991
-43.0,45,235.740431
-43.0,45,235.740431
-40.0,42,235.789036
-39.0,41,235.801631
-40.0,42,235.802632
-39.0,41,235.850261
-40.0,42,235.8613
-39.0,41,235.8613
-41.0,43,236.024802
-40.0,42,236.035433
-41.0,43,236.036334
-43.0,45,236.108299
-41.0,43,236.119373
-41.0,43,236.120877
-39.0,41,236.166014
-40.0,42,236.174522
-40.0,42,236.17553
-41.0,43,236.254189
-40.0,42,236.26524
-41.0,43,236.26524
-40.0,42,236.321835
-41.0,43,236.333348
-41.0,43,236.333348
-41.0,43,236.384791
-42.0,44,236.39431
-42.0,44,236.39431
-43.0,45,236.447543
-41.0,43,236.455789
-42.0,44,236.459913
-46.0,48,236.613394
-48.0,50,236.626913
-49.0,51,236.628914
-46.0,48,236.711279
-45.0,47,236.724803
-45.0,47,236.729313
-52.0,54,236.80668
-54.0,56,236.82873
-53.0,55,236.82973
-47.0,49,236.897911
-45.0,47,236.907431
-45.0,47,236.911951
-41.0,43,237.057337
-41.0,43,237.067356
-42.0,44,237.074892
-40.0,42,237.149584
-41.0,43,237.161623
-43.0,45,237.167137
-44.0,46,237.230266
-42.0,44,237.2428
-41.0,43,237.247805
-41.0,43,237.380678
-41.0,43,237.388685
-42.0,44,237.396212
-53.0,55,237.488325
-68.0,70,237.518883
-70.0,72,237.532135
-38.0,40,237.564071
-37.0,39,237.598647
-37.0,39,237.606175
-38.0,40,237.629902
-45.0,47,237.670066
-48.0,50,237.679582
-52.0,54,237.745677
-39.0,41,237.811187
-38.0,40,237.873315
-109.0,171,237.873315
-145.0,147,237.876314
-40.0,42,238.023799
-40.0,42,238.023799
-41.0,43,238.027799
-41.0,43,238.081944
-41.0,43,238.081944
-41.0,43,238.097994
-41.0,43,238.155848
-42.0,44,238.156847
-40.0,42,238.158356
-39.0,41,238.225
-39.0,41,238.225
-39.0,41,238.230998
-39.0,41,238.297114
-41.0,43,238.423601
-40.0,42,238.425109
-41.0,43,238.500987
-42.0,44,238.508987
-43.0,45,238.508987
-42.0,44,238.578054
-41.0,43,238.582055
-42.0,44,238.583057
-47.0,49,238.792992
-47.0,49,238.806525
-47.0,49,238.807524
-41.0,43,238.87769
-41.0,43,238.886209
-41.0,43,238.887209
-42.0,44,238.944952
-44.0,46,238.953474
-44.0,46,238.96399
-45.0,47,239.033121
-47.0,49,239.044144
-53.0,55,239.055674
-43.0,45,239.204021
-43.0,45,239.219572
-44.0,46,239.233097
-42.0,44,239.285293
-43.0,45,239.30634
-42.0,44,239.314864
-50.0,52,239.371596
-50.0,52,239.388562
-47.0,49,239.393562
-40.0,42,239.439913
-39.0,41,239.451435
-39.0,41,239.456434
-47.0,49,239.599305
-41.0,43,239.601311
-41.0,43,239.607312
-41.0,43,239.665688
-41.0,43,239.668688
-41.0,43,239.671686
-41.0,43,239.731809
-41.0,43,239.73481
-41.0,43,239.746128
-41.0,43,239.797245
-41.0,43,239.799245
-42.0,44,239.809775
-41.0,43,239.970723
-42.0,44,239.974245
-42.0,44,239.986767
-45.0,47,240.048694
-45.0,47,240.053694
-46.0,48,240.062737
-49.0,51,240.131911
-49.0,51,240.137931
-48.0,50,240.146448
-47.0,49,240.224237
-47.0,49,240.301422
-49.0,51,240.328007
-45.0,47,240.389614
-45.0,47,240.404141
-45.0,47,240.414664
-44.0,46,240.476836
-44.0,46,240.478841
-41.0,43,240.48384
-40.0,42,240.546121
-38.0,40,240.54763
-39.0,41,240.565243
-38.0,40,240.720442
-38.0,40,240.721447
-39.0,41,240.733973
-38.0,40,240.795089
-38.0,40,240.796089
-39.0,41,240.804601
-41.0,43,240.85367
-43.0,45,240.85467
-44.0,46,240.868205
-47.0,49,240.934517
-48.0,50,240.934517
-47.0,49,240.944023
-45.0,47,241.064389
-46.0,48,241.079909
-48.0,50,241.098662
-51.0,53,241.171366
-51.0,53,241.172363
-49.0,51,241.200917
-44.0,46,241.259507
-50.0,52,241.267024
-47.0,49,241.274542
-41.0,43,241.334179
-41.0,43,241.383847
-41.0,43,241.413428
-40.0,42,241.535882
-40.0,42,241.54318
-40.0,42,241.557712
-40.0,42,241.602321
-40.0,42,241.608839
-41.0,43,241.627891
-41.0,43,241.673636
-41.0,43,241.682153
-41.0,43,241.69267
-42.0,44,241.740323
-44.0,46,241.747848
-40.0,42,241.752848
-41.0,43,241.889207
-40.0,42,241.897728
-41.0,43,241.903241
-41.0,43,241.956854
-41.0,43,241.966883
-42.0,44,241.974897
-41.0,43,242.017992
-41.0,43,242.029519
-41.0,43,242.040033
-44.0,46,242.085976
-43.0,45,242.092978
-44.0,46,242.103505
-40.0,42,242.146148
-40.0,42,242.151662
-38.0,40,242.159174
-32.0,38,242.284508
-32.0,38,242.293036
-37.0,39,242.300557
-39.0,41,242.361154
-39.0,41,242.372462
-38.0,40,242.389999
-39.0,41,242.446597
-40.0,42,242.454109
-39.0,41,242.458244
-39.0,41,242.503588
-40.0,42,242.515105
-37.0,39,242.516103
-38.0,40,242.564872
-38.0,40,242.574384
-38.0,40,242.575392
-38.0,40,242.730271
-38.0,40,242.739704
-38.0,40,242.740703
-41.0,43,242.82841
-41.0,43,242.844448
-43.0,45,242.850449
-42.0,44,242.891851
-40.0,42,242.900381
-39.0,41,242.906893
-37.0,39,243.070882
-37.0,39,243.077034
-37.0,39,243.082034
-39.0,41,243.128126
-38.0,40,243.136646
-41.0,43,243.142799
-42.0,44,243.205341
-42.0,44,243.217861
-49.0,51,243.221861
-47.0,49,243.280279
-45.0,47,243.28828
-45.0,47,243.291636
-41.0,43,243.34397
-40.0,42,243.355051
-40.0,42,243.396663
-41.0,43,243.485387
-40.0,42,243.490391
-40.0,42,243.494915
-39.0,41,243.546025
-39.0,41,243.553026
-39.0,41,243.56055
-41.0,43,243.611135
-42.0,44,243.619644
-42.0,44,243.62466
-41.0,43,243.678303
-41.0,43,243.683811
-41.0,43,243.686819
-40.0,42,243.823773
-40.0,42,243.834294
-40.0,42,243.836302
-39.0,41,243.889444
-39.0,41,243.900977
-38.0,40,243.901978
-40.0,42,243.960242
-40.0,42,243.965598
-39.0,41,243.965598
-39.0,41,244.123267
-40.0,42,244.150316
-40.0,42,244.150316
-41.0,43,244.199927
-42.0,44,244.213452
-42.0,44,244.213452
-77.0,79,244.316141
-69.0,71,244.316141
-73.0,75,244.322143
-44.0,46,244.384529
-45.0,47,244.38553
-43.0,45,244.388034
-41.0,43,244.530478
-42.0,44,244.532485
-42.0,44,244.538001
-42.0,44,244.61721
-44.0,46,244.625727
-43.0,45,244.626735
-49.0,51,244.695735
-47.0,49,244.69825
-47.0,49,244.69925
-42.0,44,244.770434
-44.0,46,244.770434
-43.0,45,244.774949
-39.0,41,244.852107
-39.0,41,244.852107
-39.0,41,244.904302
-38.0,40,245.011046
-53.0,55,245.04163
-54.0,56,245.042629
-40.0,42,245.100819
-38.0,40,245.121467
-40.0,42,245.125984
-40.0,42,245.167056
-42.0,44,245.186591
-41.0,43,245.187591
-41.0,43,245.326492
-42.0,44,245.348021
-46.0,48,245.353535
-48.0,50,245.420209
-41.0,43,245.436201
-41.0,43,245.4422
-46.0,48,245.505076
-45.0,47,245.517606
-47.0,49,245.526131
-48.0,50,245.575224
-76.0,78,245.685652
-40.0,42,245.686649
-57.0,85,245.686649
-42.0,44,245.771913
-41.0,43,245.771913
-42.0,44,245.772912
-39.0,41,245.838697
-39.0,41,245.838697
-39.0,41,245.839707
-40.0,42,245.887829
-40.0,42,245.888831
-41.0,43,245.889831
-44.0,46,245.975811
-42.0,44,245.975811
-45.0,47,245.977315
-43.0,45,246.13382
-43.0,45,246.135817
-44.0,46,246.135817
-41.0,43,246.201938
-42.0,44,246.202936
-42.0,44,246.20544
-40.0,42,246.266294
-40.0,42,246.266294
-40.0,42,246.267293
-42.0,44,246.316756
-42.0,44,246.318259
-43.0,45,246.319268
-41.0,43,246.479757
-41.0,43,246.479757
-41.0,43,246.481765
-40.0,42,246.555014
-40.0,42,246.555014
-41.0,43,246.559014
-40.0,42,246.620838
-41.0,43,246.621835
-40.0,42,246.622836
-40.0,42,246.82307
-41.0,43,246.82307
-40.0,42,246.828071
-39.0,41,246.893694
-39.0,41,246.893694
-39.0,41,246.896211
-45.0,47,246.963468
-65.0,67,246.993716
-72.0,74,247.030273
-49.0,51,247.183048
-48.0,50,247.250225
-49.0,51,247.348086
-48.0,50,247.362608
-42.0,44,247.424819
-42.0,44,247.43233
-48.0,50,247.492907
-48.0,50,247.507441
-62.0,64,247.61797
-65.0,67,247.723759
-52.0,54,247.810114
-70.0,72,247.829997
-209.0,355,247.836533
-45.0,47,247.89253
-49.0,51,247.910203
-63.0,65,247.942789
-45.0,47,248.058141
-46.0,48,248.074182
-40.0,42,248.089206
-46.0,48,248.127775
-43.0,45,248.142447
-43.0,45,248.163982
-46.0,48,248.19212
-45.0,47,248.200632
-43.0,45,248.210148
-49.0,51,248.265763
-48.0,50,248.276285
-47.0,49,248.291797
-45.0,47,248.329878
-47.0,49,248.349476
-45.0,47,248.425679
-42.0,44,248.487366
-42.0,44,248.501885
-45.0,47,248.515913
-42.0,44,248.564018
-40.0,42,248.580056
-40.0,42,248.599102
-38.0,40,248.629647
-39.0,41,248.645671
-43.0,45,248.672892
-64.0,66,248.82749
-61.0,87,248.866087
-115.0,171,249.062991
-148.0,150,249.074039
-44.0,46,249.222172
-203.0,265,249.229168
-48.0,50,249.242217
-53.0,55,249.317353
-54.0,56,249.322361
-47.0,49,249.326867
-38.0,40,249.36647
-37.0,39,249.370984
-40.0,42,249.378494
-45.0,47,249.466778
-44.0,46,249.468778
-47.0,49,249.56803
-40.0,42,249.612619
-41.0,43,249.618131
-50.0,52,249.652683
-42.0,44,249.686748
-40.0,42,249.690262
-40.0,42,249.714292
-38.0,40,249.747846
-39.0,41,249.751847
-41.0,43,249.78093
-40.0,42,249.809477
-42.0,44,249.814477
-39.0,41,249.835505
-39.0,41,249.860034
-43.0,45,249.869044
-45.0,47,249.890589
-51.0,53,249.917135
-54.0,56,249.950314
-40.0,42,249.975873
-41.0,43,250.007429
-44.0,46,250.024223
-45.0,47,250.06532
-45.0,47,250.194746
-48.0,50,250.250359
-46.0,48,250.270419
-45.0,47,250.322865
-41.0,43,250.33538
-39.0,41,250.37646
-40.0,42,250.388978
-41.0,43,250.436056
-41.0,43,250.453007
-42.0,44,250.499132
-45.0,47,250.587751
-45.0,47,250.657896
-45.0,47,250.679441
-39.0,41,250.723718
-39.0,41,250.749291
-106.0,500,250.759809
-37.0,39,250.778361
-37.0,39,250.796872
-38.0,40,250.816918
-40.0,42,250.844469
-46.0,48,250.864505
-48.0,50,250.886356
-47.0,49,250.905928
-46.0,48,250.984137
-40.0,42,251.034765
-40.0,42,251.057807
-42.0,44,251.088364
-45.0,47,251.104896
-51.0,53,251.142466
-47.0,49,251.158976
-47.0,49,251.16949
-41.0,43,251.193545
-40.0,42,251.216622
-39.0,41,251.230144
-40.0,42,251.260708
-39.0,41,251.276736
-38.0,40,251.287252
-39.0,41,251.313636
-40.0,42,251.335188
-41.0,43,251.345703
-44.0,46,251.467489
-45.0,47,251.492551
-45.0,47,251.506654
-42.0,44,251.548763
-40.0,42,251.57481
-40.0,42,251.588366
-41.0,43,251.610408
-41.0,43,251.627931
-41.0,43,251.64262
-44.0,46,251.691265
-40.0,42,251.744906
-44.0,46,251.811727
-40.0,42,251.836791
-41.0,43,251.854871
-40.0,42,251.875085
-45.0,47,251.927695
-45.0,47,251.941742
-45.0,47,251.95927
-46.0,48,251.994452
-46.0,48,252.012986
-46.0,48,252.044561
-44.0,46,252.073139
-40.0,42,252.081169
-42.0,44,252.100206
-41.0,43,252.185434
-47.0,49,252.230582
-43.0,45,252.248105
-43.0,45,252.289716
-39.0,41,252.303755
-38.0,40,252.316291
-40.0,42,252.353426
-40.0,42,252.364957
-47.0,49,252.394034
-49.0,51,252.434121
-49.0,51,252.445365
-47.0,49,252.462405
-48.0,50,252.502506
-47.0,49,252.512016
-45.0,47,252.532045
-44.0,46,252.598732
-44.0,46,252.609254
-42.0,44,252.622768
-40.0,42,252.671582
-41.0,43,252.68463
-46.0,48,252.700659
-47.0,49,252.743768
-46.0,48,252.763081
-48.0,50,252.880416
-41.0,43,252.905084
-41.0,43,252.91661
-41.0,43,252.970237
-40.0,42,253.004317
-40.0,42,253.012829
-40.0,42,253.036879
-39.0,41,253.057916
-39.0,41,253.070946
-38.0,40,253.090994
-38.0,40,253.118285
-38.0,40,253.128803
-38.0,40,253.14682
-41.0,43,253.172583
-40.0,42,253.188118
-42.0,44,253.210207
-45.0,47,253.244783
-48.0,50,253.260312
-53.0,55,253.319937
-79.0,81,253.324936
-47.0,49,253.324936
-41.0,43,253.404213
-45.0,47,253.404213
-42.0,44,253.405212
-68.0,70,253.605554
-58.0,76,253.620085
-51.0,81,253.625592
-42.0,44,253.678199
-41.0,43,253.683716
-43.0,45,253.692734
-42.0,44,253.741817
-42.0,44,253.748342
-43.0,45,253.755856
-46.0,48,253.804501
-51.0,53,253.896769
-52.0,54,253.909282
-244.0,256,254.363469
-46.0,48,254.448644
-43.0,45,254.511743
-48.0,50,254.687201
-68.0,70,254.815535
-289.0,487,254.900759
-276.0,500,254.907271
-51.0,53,254.921337
-47.0,49,254.967275
-51.0,53,255.065532
-48.0,50,255.078061
-47.0,49,255.139181
-45.0,47,255.146515
-46.0,48,255.159024
-41.0,43,255.205157
-44.0,46,255.218686
-50.0,52,255.237257
-52.0,54,255.278949
-52.0,54,255.292986
-60.0,62,255.413304
-49.0,51,255.445878
-64.0,66,255.478119
-64.0,66,255.514201
-51.0,53,255.520206
-44.0,46,255.544237
-41.0,43,255.570786
-41.0,43,255.592348
-40.0,42,255.63146
-41.0,43,255.661519
-40.0,42,255.684223
-61.0,63,255.690235
-38.0,40,255.716798
-37.0,39,255.819082
-36.0,38,255.826613
-39.0,41,255.860164
-36.0,38,255.887219
-37.0,39,255.893235
-39.0,41,255.926811
-39.0,41,255.953377
-39.0,41,255.957377
-39.0,41,255.988453
-38.0,40,256.010497
-39.0,41,256.017013
-38.0,40,256.0566
-38.0,40,256.082671
-38.0,40,256.087668
-41.0,43,256.201508
-38.0,40,256.220546
-38.0,40,256.226544
-39.0,41,256.258652
-40.0,42,256.282748
-40.0,42,256.297284
-38.0,40,256.324831
-39.0,41,256.343361
-38.0,40,256.346875
-40.0,42,256.36791
-42.0,44,256.394463
-42.0,44,256.405987
-39.0,41,256.440559
-40.0,42,256.460592
-40.0,42,256.465112
-39.0,41,256.490649
-39.0,41,256.52523
-39.0,41,256.532758
-40.0,42,256.61646
-41.0,43,256.664558
-42.0,44,256.67373
-43.0,45,256.711327
-41.0,43,256.734365
-41.0,43,256.740875
-41.0,43,256.773145
-46.0,48,256.813723
-57.0,59,256.82207
-47.0,49,256.859932
-45.0,47,256.976206
-44.0,46,256.988266
-41.0,43,257.012316
-41.0,43,257.055409
-40.0,42,257.061926
-41.0,43,257.081958
-40.0,42,257.126296
-49.0,51,257.14282
-40.0,42,257.150335
-45.0,47,257.187144
-47.0,49,257.212707
-52.0,54,257.224236
-43.0,45,257.250274
-40.0,42,257.261784
-39.0,41,257.273306
-39.0,41,257.366645
-40.0,42,257.406246
-41.0,43,257.420777
-40.0,42,257.45287
-40.0,42,257.481426
-40.0,42,257.495202
-41.0,43,257.527939
-41.0,43,257.54096
-41.0,43,257.549964
-43.0,45,257.578134
-44.0,46,257.602699
-46.0,48,257.622745
-48.0,50,257.653293
-47.0,49,257.717518
-49.0,51,257.764141
-47.0,49,257.79925
-50.0,52,257.821291
-44.0,46,257.839893
-40.0,42,257.880103
-40.0,42,257.899407
-41.0,43,257.917465
-46.0,48,257.945515
-46.0,48,257.961233
-46.0,48,257.977273
-45.0,47,258.007837
-45.0,47,258.108614
-45.0,47,258.160219
-45.0,47,258.213351
-46.0,48,258.236405
-45.0,47,258.243907
-46.0,48,258.268945
-42.0,44,258.291004
-42.0,44,258.299527
-44.0,46,258.33006
-49.0,51,258.354636
-49.0,51,258.36616
-50.0,52,258.403219
-49.0,51,258.421068
-49.0,51,258.436101
