#{"t_start": 1716648255.1611516, "env_id": "None"}
r,l,t
-29.0,37,188.200835
-27.0,37,188.204339
-29.0,37,188.220863
-27.0,37,188.231374
-29.0,37,188.235877
-27.0,37,188.258912
-27.0,37,188.269247
-27.0,37,188.273245
-29.0,37,188.290268
-27.0,37,188.301288
-27.0,37,188.306291
-27.0,37,188.329325
-27.0,37,188.344363
-27.0,37,188.35137
-27.0,37,188.389457
-29.0,37,188.409031
-27.0,37,188.416032
-27.0,37,188.443602
-29.0,37,188.461642
-29.0,37,188.474158
-29.0,37,188.575361
-27.0,37,188.618987
-27.0,37,188.624498
-27.0,37,188.644172
-29.0,37,188.656696
-27.0,37,188.660697
-27.0,37,188.680728
-29.0,37,188.728851
-27.0,37,188.73585
-27.0,37,194.357581
-27.0,37,194.370612
-29.0,37,194.375619
-27.0,37,194.399676
-27.0,37,194.416248
-29.0,37,194.422757
-27.0,37,194.446803
-27.0,37,194.575617
-27.0,37,194.592149
-29.0,37,194.612689
-27.0,37,194.623201
-27.0,37,194.627713
-27.0,37,194.646738
-27.0,37,194.658268
-27.0,37,194.66528
-27.0,37,194.68984
-27.0,37,194.703364
-27.0,37,194.7194
-27.0,37,194.745948
-29.0,37,194.760467
-29.0,37,194.766987
-27.0,37,194.793035
-29.0,37,194.809586
-29.0,37,194.813587
-27.0,37,194.844133
-27.0,37,194.856655
-27.0,37,194.863165
-27.0,37,194.886202
-27.0,37,194.900728
-34.0,38,194.906245
-29.0,37,194.934793
-27.0,37,194.948836
-29.0,37,195.045128
-29.0,37,195.080692
-27.0,37,195.097728
-27.0,37,195.103725
-27.0,37,195.123273
-29.0,37,195.135798
-27.0,37,195.143312
-27.0,37,195.162361
-27.0,37,195.177889
-29.0,37,195.185421
-27.0,37,195.204159
-27.0,37,195.226421
-27.0,37,195.23242
-27.0,37,195.25582
-27.0,37,195.270341
-29.0,37,195.276846
-27.0,37,195.300481
-29.0,37,195.314005
-29.0,37,195.321524
-29.0,37,195.353789
-27.0,37,195.369313
-27.0,37,195.374831
-29.0,37,195.393575
-29.0,37,195.492743
-29.0,37,195.513309
-27.0,37,195.535013
-28.0,38,195.54654
-29.0,37,195.551544
-27.0,37,195.571124
-27.0,37,195.586164
-27.0,37,195.594165
-27.0,37,195.619739
-29.0,37,195.634251
-27.0,37,195.639758
-29.0,37,195.661823
-27.0,37,195.677332
-27.0,37,195.683843
-29.0,37,195.720696
-27.0,37,195.736739
-27.0,37,195.743741
-27.0,37,195.767289
-27.0,37,195.784358
-29.0,37,195.790878
-27.0,37,195.815406
-27.0,37,195.869042
-27.0,37,195.884059
-27.0,37,195.964266
-27.0,37,195.998813
-27.0,37,196.005328
-27.0,37,196.024878
-27.0,37,196.037414
-29.0,37,196.052937
-27.0,37,196.072586
-27.0,37,196.091631
-29.0,37,196.09815
-27.0,37,196.120177
-29.0,37,196.135691
-27.0,37,196.141198
-31.0,37,196.1913
-29.0,37,196.2259
-27.0,37,196.232905
-29.0,37,196.270978
-27.0,37,196.286505
-29.0,37,196.293015
-27.0,37,196.317559
-27.0,37,196.385216
-27.0,37,196.392234
-27.0,37,196.446367
-29.0,37,196.465402
-27.0,37,196.469402
-27.0,37,196.497948
-27.0,37,196.510741
-27.0,37,196.515257
-27.0,37,196.531769
-27.0,37,196.546806
-29.0,37,196.552813
-27.0,37,196.578254
-27.0,37,196.599274
-27.0,37,196.606287
-27.0,37,196.629111
-27.0,37,196.647142
-27.0,37,196.653398
-27.0,37,196.671906
-29.0,37,196.686947
-27.0,37,196.692947
-27.0,37,196.723995
-29.0,37,196.740023
-29.0,37,196.746024
-27.0,37,196.767049
-27.0,37,196.782078
-27.0,37,196.787078
-29.0,37,196.887872
-27.0,37,196.929471
-34.0,38,196.937488
-27.0,37,196.953522
-27.0,37,196.973545
-27.0,37,196.979548
-27.0,37,196.998596
-27.0,37,197.011626
-27.0,37,197.017719
-27.0,37,197.038765
-27.0,37,197.053272
-27.0,37,197.05979
-29.0,37,197.087832
-29.0,37,197.10286
-29.0,37,197.110905
-29.0,37,197.13294
-27.0,37,197.148456
-27.0,37,197.155515
-27.0,37,197.179553
-29.0,37,197.205141
-27.0,37,197.212156
-27.0,37,197.231198
-27.0,37,197.242709
-27.0,37,197.337951
-27.0,37,197.371527
-27.0,37,197.38504
-29.0,37,197.390551
-29.0,37,197.414119
-29.0,37,197.427482
-27.0,37,197.434994
-27.0,37,197.455038
-27.0,37,197.467568
-27.0,37,197.472566
-29.0,37,197.491621
-27.0,37,197.509654
-27.0,37,197.522675
-27.0,37,197.543447
-27.0,37,197.578025
-29.0,37,197.585552
-29.0,37,197.6046
-29.0,37,197.627155
-29.0,37,197.635265
-27.0,37,203.056186
-29.0,37,203.079218
-27.0,37,203.08673
-29.0,37,203.105749
-27.0,37,203.120275
-27.0,37,203.126791
-27.0,37,203.145828
-29.0,37,203.162884
-29.0,37,203.176411
-29.0,37,203.198431
-27.0,37,203.214457
-27.0,37,203.221968
-27.0,37,203.341246
-27.0,37,203.35778
-27.0,37,203.363296
-27.0,37,203.38182
-29.0,37,203.402863
-27.0,37,203.409382
-27.0,37,203.424078
-27.0,37,203.440118
-27.0,37,203.446621
-29.0,37,203.469678
-27.0,37,203.484207
-27.0,37,203.489712
-27.0,37,203.516761
-27.0,37,203.530274
-27.0,37,203.537785
-27.0,37,203.55983
-27.0,37,203.572342
-29.0,37,203.580867
-29.0,37,203.601915
-27.0,37,203.628454
-27.0,37,203.635967
-31.0,37,203.661244
-29.0,37,203.672763
-29.0,37,203.679763
-27.0,37,203.698784
-27.0,37,203.806577
-27.0,37,203.817098
-29.0,37,203.834619
-27.0,37,203.852647
-27.0,37,203.858661
-27.0,37,203.8787
-27.0,37,203.894742
-27.0,37,203.899751
-27.0,37,203.919649
-27.0,37,203.935283
-27.0,37,203.9448
-27.0,37,203.971338
-27.0,37,203.985868
-27.0,37,203.994401
-27.0,37,204.014422
-27.0,37,204.040472
-27.0,37,204.053999
-29.0,37,204.098606
-27.0,37,204.114133
-27.0,37,204.127173
-29.0,37,204.149229
-27.0,37,204.165259
-27.0,37,204.170259
-27.0,37,204.266511
-27.0,37,204.303616
-27.0,37,204.315128
-27.0,37,204.339689
-27.0,37,204.353717
-27.0,37,204.359722
-27.0,37,204.375768
-27.0,37,204.388306
-27.0,37,204.394306
-29.0,37,204.415357
-27.0,37,204.428904
-29.0,37,204.434923
-27.0,37,204.461462
-27.0,37,204.473977
-27.0,37,204.478977
-29.0,37,204.500007
-27.0,37,204.514035
-27.0,37,204.541199
-27.0,37,204.567762
-29.0,37,204.581289
-29.0,37,204.589808
-29.0,37,204.610843
-27.0,37,204.626903
-27.0,37,204.634432
-27.0,37,204.653018
-29.0,37,204.665545
-29.0,37,204.67154
-27.0,37,204.748883
-29.0,37,204.797008
-27.0,37,204.821059
-27.0,37,204.842587
-27.0,37,204.858614
-29.0,37,204.864616
-27.0,37,204.883659
-29.0,37,204.896185
-27.0,37,204.901706
-29.0,37,204.930797
-27.0,37,204.94533
-27.0,37,204.950842
-27.0,37,204.970386
-27.0,37,204.987036
-31.0,37,204.993548
-27.0,37,205.015578
-27.0,37,205.029627
-27.0,37,205.04214
-27.0,37,205.06317
-27.0,37,205.080213
-27.0,37,205.087221
-27.0,37,205.106262
-27.0,37,205.123288
-27.0,37,205.130327
-27.0,37,205.153347
-27.0,37,205.173382
-29.0,37,205.181898
-27.0,37,205.304691
-29.0,37,205.320225
-30.0,38,205.325732
-27.0,37,205.342263
-29.0,37,205.353782
-27.0,37,205.3593
-29.0,37,205.375824
-27.0,37,205.38834
-27.0,37,205.396602
-27.0,37,205.427656
-27.0,37,205.442686
-29.0,37,205.44969
-27.0,37,205.469732
-27.0,37,205.484254
-27.0,37,205.491378
-27.0,37,205.510431
-27.0,37,205.525445
-27.0,37,205.532961
-29.0,37,205.558009
-27.0,37,205.57103
-27.0,37,205.579034
-27.0,37,205.600069
-27.0,37,205.615094
-27.0,37,205.623095
-27.0,37,205.641632
-27.0,37,205.755895
-29.0,37,205.782943
-27.0,37,205.799978
-27.0,37,205.811497
-27.0,37,205.818015
-29.0,37,205.832531
-29.0,37,205.846052
-27.0,37,205.854581
-29.0,37,205.880816
-29.0,37,205.898342
-27.0,37,205.905854
-27.0,37,205.922874
-29.0,37,205.939909
-27.0,37,205.949423
-27.0,37,205.968469
-27.0,37,205.989502
-27.0,37,205.996008
-27.0,37,206.018041
-27.0,37,206.034067
-27.0,37,206.076018
-27.0,37,206.119127
-27.0,37,206.199348
-27.0,37,206.211885
-27.0,37,206.247976
-29.0,37,206.272018
-27.0,37,206.279546
-29.0,37,206.296586
-27.0,37,211.983507
-27.0,37,211.991012
-29.0,37,212.006543
-27.0,37,212.020069
-27.0,37,212.026583
-27.0,37,212.04613
-27.0,37,212.060659
-27.0,37,212.06818
-29.0,37,212.094204
-27.0,37,212.126778
-29.0,37,212.149368
-27.0,37,212.177944
-29.0,37,212.209501
-27.0,37,212.217014
-29.0,37,212.236536
-27.0,37,212.252562
-29.0,37,212.259071
-27.0,37,212.27909
-27.0,37,212.304132
-27.0,37,212.363266
-27.0,37,212.38591
-27.0,37,212.437429
-27.0,37,212.444971
-27.0,37,212.464996
-27.0,37,212.479516
-27.0,37,212.486984
-27.0,37,212.501506
-29.0,37,212.518543
-27.0,37,212.52706
-27.0,37,212.547618
-27.0,37,212.565149
-27.0,37,212.571664
-27.0,37,212.589704
-27.0,37,212.605246
-27.0,37,212.611752
-27.0,37,212.636779
-27.0,37,212.65231
-27.0,37,212.661318
-27.0,37,212.68235
-27.0,37,212.699383
-27.0,37,212.707892
-27.0,37,212.72895
-27.0,37,212.827658
-27.0,37,212.838973
-27.0,37,212.877035
-27.0,37,212.889564
-27.0,37,212.895562
-27.0,37,212.909596
-27.0,37,212.923128
-29.0,37,212.929632
-27.0,37,212.947665
-27.0,37,212.970709
-29.0,37,212.978224
-27.0,37,212.997877
-27.0,37,213.014906
-27.0,37,213.020922
-29.0,37,213.036955
-27.0,37,213.052005
-27.0,37,213.067533
-27.0,37,213.08808
-27.0,37,213.103105
-27.0,37,213.111611
-27.0,37,213.129143
-27.0,37,213.146677
-29.0,37,213.154747
-27.0,37,213.182793
-27.0,37,213.198626
-27.0,37,213.205623
-27.0,37,213.292886
-27.0,37,213.32748
-27.0,37,213.352034
-27.0,37,213.370069
-27.0,37,213.381579
-27.0,37,213.411107
-27.0,37,213.431167
-27.0,37,213.446224
-27.0,37,213.456753
-27.0,37,213.478806
-29.0,37,213.493313
-29.0,37,213.502831
-27.0,37,213.530385
-29.0,37,213.541414
-27.0,37,213.549922
-27.0,37,213.57195
-27.0,37,213.586462
-27.0,37,213.594982
-27.0,37,213.615023
-27.0,37,213.635705
-29.0,37,213.643214
-27.0,37,213.659238
-27.0,37,213.759991
-27.0,37,213.768509
-29.0,37,213.800071
-29.0,37,213.815093
-27.0,37,213.821101
-27.0,37,213.83813
-27.0,37,213.850165
-27.0,37,213.856166
-27.0,37,213.886295
-27.0,37,213.905345
-27.0,37,213.912862
-27.0,37,213.929375
-27.0,37,213.944949
-27.0,37,213.951947
-27.0,37,213.973359
-27.0,37,213.994944
-27.0,37,214.003459
-29.0,37,214.020483
-27.0,37,214.033995
-29.0,37,214.04451
-27.0,37,214.06354
-27.0,37,214.078048
-27.0,37,214.085105
-27.0,37,214.131191
-27.0,37,214.167311
-27.0,37,214.280608
-27.0,37,214.312189
-27.0,37,214.327218
-27.0,37,214.333235
-27.0,37,214.348766
-29.0,37,214.365293
-27.0,37,214.371804
-27.0,37,214.391825
-27.0,37,214.407356
-27.0,37,214.417887
-27.0,37,214.437937
-27.0,37,214.450965
-27.0,37,214.459475
-27.0,37,214.482508
-29.0,37,214.499534
-27.0,37,214.509042
-27.0,37,214.528579
-27.0,37,214.544141
-27.0,37,214.55266
-29.0,37,214.573699
-27.0,37,214.591219
-29.0,37,214.605794
-27.0,37,214.624311
-27.0,37,214.637356
-27.0,37,214.644883
-27.0,37,214.771689
-27.0,37,214.785804
-27.0,37,214.792733
-27.0,37,214.810777
-27.0,37,214.823922
-29.0,37,214.831446
-27.0,37,214.846471
-27.0,37,214.873019
-27.0,37,214.882536
-27.0,37,214.90007
-27.0,37,214.914093
-27.0,37,214.920101
-29.0,37,214.940125
-27.0,37,214.959674
-27.0,37,214.99021
-29.0,37,215.01023
-27.0,37,215.024765
-29.0,37,215.029765
-29.0,37,215.048345
-27.0,37,215.063367
-27.0,37,215.076896
-27.0,37,215.09892
-27.0,37,215.113027
-27.0,37,215.122548
-27.0,37,215.143084
-27.0,37,215.249339
-27.0,37,215.26587
-27.0,37,220.686509
-27.0,37,220.701047
-27.0,37,220.711579
-27.0,37,220.729614
-27.0,37,220.75064
-27.0,37,220.757151
-27.0,37,220.779174
-27.0,37,220.795212
-27.0,37,220.805729
-27.0,37,220.82732
-27.0,37,220.839834
-27.0,37,220.853853
-27.0,37,220.87188
-27.0,37,220.960608
-27.0,37,220.994702
-27.0,37,221.024769
-27.0,37,221.035281
-29.0,37,221.04279
-27.0,37,221.059327
-27.0,37,221.079361
-29.0,37,221.087381
-27.0,37,221.104252
-27.0,37,221.123291
-27.0,37,221.134828
-27.0,37,221.151335
-27.0,37,221.165359
-27.0,37,221.178889
-27.0,37,221.20592
-27.0,37,221.219966
-27.0,37,221.226964
-27.0,37,221.246988
-27.0,37,221.263521
-29.0,37,221.273029
-27.0,37,221.302098
-27.0,37,221.316697
-27.0,37,221.324698
-27.0,37,221.343274
-27.0,37,221.354836
-27.0,37,221.424516
-27.0,37,221.479154
-27.0,37,221.500196
-27.0,37,221.508712
-27.0,37,221.531744
-27.0,37,221.545265
-27.0,37,221.550781
-27.0,37,221.565837
-27.0,37,221.577358
-27.0,37,221.584877
-27.0,37,221.610941
-29.0,37,221.624969
-27.0,37,221.638501
-27.0,37,221.660037
-27.0,37,221.674114
-27.0,37,221.682623
-27.0,37,221.700642
-27.0,37,221.716174
-27.0,37,221.723229
-29.0,37,221.752313
-27.0,37,221.766354
-27.0,37,221.772863
-27.0,37,221.7914
-27.0,37,221.902712
-27.0,37,221.925768
-27.0,37,221.947791
-27.0,37,221.959305
-27.0,37,221.967838
-27.0,37,221.984344
-27.0,37,222.008879
-27.0,37,222.035904
-27.0,37,222.056462
-27.0,37,222.072485
-27.0,37,222.081993
-27.0,37,222.102518
-27.0,37,222.124545
-27.0,37,222.134056
-27.0,37,222.153088
-29.0,37,222.168646
-27.0,37,222.19672
-27.0,37,222.235813
-27.0,37,222.259375
-29.0,37,222.268896
-27.0,37,222.287925
-27.0,37,222.302449
-27.0,37,222.396701
-27.0,37,222.438781
-27.0,37,222.451292
-29.0,37,222.457316
-27.0,37,222.478956
-27.0,37,222.49147
-27.0,37,222.498996
-27.0,37,222.516515
-27.0,37,222.530037
-27.0,37,222.538556
-27.0,37,222.562039
-27.0,37,222.575074
-27.0,37,222.588587
-27.0,37,222.609623
-27.0,37,222.625145
-27.0,37,222.632669
-27.0,37,222.651445
-27.0,37,222.66596
-29.0,37,222.672471
-27.0,37,222.694467
-27.0,37,222.715503
-29.0,37,222.724025
-27.0,37,222.744054
-27.0,37,222.756632
-27.0,37,222.76364
-27.0,37,222.864417
-27.0,37,222.910517
-27.0,37,222.922047
-27.0,37,222.953233
-27.0,37,222.971282
-27.0,37,222.978791
-27.0,37,222.998314
-29.0,37,223.019356
-27.0,37,223.028879
-27.0,37,223.051923
-27.0,37,223.073997
-27.0,37,223.08451
-27.0,37,223.107144
-27.0,37,223.119672
-27.0,37,223.129361
-29.0,37,223.156921
-27.0,37,223.181489
-27.0,37,223.192654
-27.0,37,223.214707
-27.0,37,223.230728
-29.0,37,223.238243
-27.0,37,223.262836
-27.0,37,223.277496
-27.0,37,223.295006
-27.0,37,223.317787
-27.0,37,223.333825
-29.0,37,223.344359
-27.0,37,223.474699
-27.0,37,223.489224
-27.0,37,223.496564
-27.0,37,223.513605
-29.0,37,223.528121
-27.0,37,223.548182
-27.0,37,223.568707
-27.0,37,223.586229
-27.0,37,223.596759
-27.0,37,223.615721
-27.0,37,223.633764
-27.0,37,223.645287
-27.0,37,223.673381
-27.0,37,223.692899
-27.0,37,223.721331
-27.0,37,223.7459
-27.0,37,223.763447
-27.0,37,223.78149
-27.0,37,223.805536
-27.0,37,223.923812
-29.0,37,223.941872
-27.0,37,223.961467
-27.0,37,223.978992
-27.0,37,223.985511
-29.0,37,224.003578
-27.0,37,224.025625
-27.0,37,224.037157
-27.0,37,224.059717
-27.0,37,224.075234
-27.0,37,224.085748
-27.0,37,229.636567
-27.0,37,229.648084
-27.0,37,229.654081
-27.0,37,229.670655
-27.0,37,229.68417
-29.0,37,229.692693
-27.0,37,229.710736
-27.0,37,229.734782
-27.0,37,229.741286
-27.0,37,229.760821
-27.0,37,229.777912
-27.0,37,229.786424
-27.0,37,229.810448
-27.0,37,229.82496
-27.0,37,229.841984
-29.0,37,229.864025
-27.0,37,229.881567
-27.0,37,229.891077
-27.0,37,229.914099
-27.0,37,229.931613
-27.0,37,229.948648
-27.0,37,229.968183
-27.0,37,229.982701
-27.0,37,229.992217
-27.0,37,230.112513
-27.0,37,230.133566
-27.0,37,230.140078
-27.0,37,230.155254
-27.0,37,230.16778
-27.0,37,230.174299
-27.0,37,230.199333
-27.0,37,230.212356
-27.0,37,230.219356
-27.0,37,230.2384
-27.0,37,230.254433
-27.0,37,230.261436
-27.0,37,230.281977
-27.0,37,230.29802
-27.0,37,230.317054
-27.0,37,230.340091
-27.0,37,230.357604
-27.0,37,230.366114
-27.0,37,230.390668
-27.0,37,230.405691
-27.0,37,230.414201
-27.0,37,230.443235
-27.0,37,230.459269
-27.0,37,230.466791
-27.0,37,230.577107
-27.0,37,230.608662
-27.0,37,230.614663
-27.0,37,230.631697
-27.0,37,230.645218
-27.0,37,230.65173
-27.0,37,230.669273
-27.0,37,230.688807
-27.0,37,230.697321
-27.0,37,230.715366
-27.0,37,230.729876
-27.0,37,230.74692
-27.0,37,230.779015
-27.0,37,230.808592
-27.0,37,230.816598
-27.0,37,230.843175
-27.0,37,230.860703
-27.0,37,230.886761
-27.0,37,230.914392
-27.0,37,230.927828
-27.0,37,230.93734
-27.0,37,231.05009
-29.0,37,231.073507
-27.0,37,231.083022
-27.0,37,231.102869
-27.0,37,231.116982
-27.0,37,231.123909
-29.0,37,231.151485
-27.0,37,231.16601
-27.0,37,231.175537
-27.0,37,231.198592
-27.0,37,231.212104
-27.0,37,231.220616
-27.0,37,231.238647
-27.0,37,231.25869
-27.0,37,231.268201
-27.0,37,231.283831
-27.0,37,231.29986
-29.0,37,231.308868
-29.0,37,231.327459
-27.0,37,231.343517
-27.0,37,231.350514
-29.0,37,231.373122
-27.0,37,231.388649
-27.0,37,231.397162
-27.0,37,231.47439
-27.0,37,231.494443
-27.0,37,231.523004
-27.0,37,231.548073
-27.0,37,231.5596
-27.0,37,231.566113
-27.0,37,231.588302
-27.0,37,231.599829
-27.0,37,231.605825
-27.0,37,231.621849
-27.0,37,231.637361
-27.0,37,231.643873
-27.0,37,231.665923
-27.0,37,231.685959
-27.0,37,231.695469
-27.0,37,231.712982
-27.0,37,231.733021
-29.0,37,231.740544
-27.0,37,231.758584
-27.0,37,231.775606
-29.0,37,231.785136
-27.0,37,231.817695
-27.0,37,231.83572
-27.0,37,231.844234
-29.0,37,231.865254
-27.0,37,231.88228
-27.0,37,231.981009
-27.0,37,232.024117
-27.0,37,232.043673
-29.0,37,232.050187
-27.0,37,232.068207
-27.0,37,232.081231
-27.0,37,232.088738
-27.0,37,232.107255
-27.0,37,232.122295
-27.0,37,232.129805
-27.0,37,232.156359
-27.0,37,232.170869
-27.0,37,232.178881
-27.0,37,232.200915
-29.0,37,232.21443
-27.0,37,232.22496
-27.0,37,232.245529
-27.0,37,232.26659
-27.0,37,232.27461
-27.0,37,232.2922
-27.0,37,232.306711
-27.0,37,232.315243
-27.0,37,232.335265
-27.0,37,232.348778
-27.0,37,232.446015
-29.0,37,232.491612
-29.0,37,232.506659
-27.0,37,232.512657
-27.0,37,232.548708
-27.0,37,232.561221
-27.0,37,232.569745
-27.0,37,232.586787
-27.0,37,232.608367
-27.0,37,232.616888
-27.0,37,232.634921
-27.0,37,232.649433
-27.0,37,232.657944
-27.0,37,232.677515
-27.0,37,232.694042
-27.0,37,232.710068
-27.0,37,232.730116
-27.0,37,232.745636
-27.0,37,232.754148
-27.0,37,232.778678
-27.0,37,232.79471
-27.0,37,232.803214
-27.0,37,232.835772
-27.0,37,238.178544
-27.0,37,238.188072
-27.0,37,238.209115
-27.0,37,238.230165
-27.0,37,238.237679
-27.0,37,238.259715
-29.0,37,238.274248
-27.0,37,238.353188
-27.0,37,238.391876
-27.0,37,238.411308
-27.0,37,238.41783
-27.0,37,238.432351
-27.0,37,238.453392
-27.0,37,238.459908
-27.0,37,238.474442
-27.0,37,238.487994
-27.0,37,238.496006
-27.0,37,238.519574
-27.0,37,238.53412
-27.0,37,238.540121
-27.0,37,238.55698
-29.0,37,238.578011
-27.0,37,238.588525
-27.0,37,238.607304
-27.0,37,238.621832
-27.0,37,238.629353
-29.0,37,238.649384
-27.0,37,238.664902
-27.0,37,238.672415
-27.0,37,238.696966
-27.0,37,238.71399
-27.0,37,238.720989
-29.0,37,238.739017
-27.0,37,238.75254
-27.0,37,238.893399
-27.0,37,238.951535
-27.0,37,238.965065
-27.0,37,238.973585
-27.0,37,238.991155
-27.0,37,239.007694
-27.0,37,239.017211
-27.0,37,239.038244
-27.0,37,239.066831
-27.0,37,239.07434
-27.0,37,239.09444
-27.0,37,239.110487
-27.0,37,239.118009
-27.0,37,239.143618
-29.0,37,239.159632
-27.0,37,239.16864
-27.0,37,239.201225
-27.0,37,239.22128
-27.0,37,239.229789
-27.0,37,239.252832
-27.0,37,239.270874
-27.0,37,239.279387
-29.0,37,239.369088
-27.0,37,239.425704
-27.0,37,239.441752
-29.0,37,239.462792
-27.0,37,239.474307
-27.0,37,239.48082
-27.0,37,239.531444
-27.0,37,239.546484
-27.0,37,239.558011
-27.0,37,239.581059
-27.0,37,239.59511
-27.0,37,239.603621
-27.0,37,239.630154
-27.0,37,239.644672
-27.0,37,239.652192
-29.0,37,239.676247
-27.0,37,239.693201
-27.0,37,239.701733
-27.0,37,239.729074
-27.0,37,239.744595
-27.0,37,239.753119
-27.0,37,239.852355
-27.0,37,239.885943
-27.0,37,239.898496
-27.0,37,239.926534
-27.0,37,239.940561
-27.0,37,239.947561
-27.0,37,239.974127
-29.0,37,239.987159
-29.0,37,239.995685
-27.0,37,240.017738
-27.0,37,240.033256
-27.0,37,240.041776
-27.0,37,240.071327
-27.0,37,240.089892
-29.0,37,240.0994
-27.0,37,240.116911
-29.0,37,240.135655
-27.0,37,240.147178
-27.0,37,240.171217
-27.0,37,240.195271
-27.0,37,240.206802
-27.0,37,240.231833
-27.0,37,240.249857
-27.0,37,240.36718
-29.0,37,240.398733
-27.0,37,240.411261
-27.0,37,240.417259
-27.0,37,240.443828
-27.0,37,240.46034
-27.0,37,240.468855
-27.0,37,240.487966
-27.0,37,240.507008
-27.0,37,240.515533
-27.0,37,240.543128
-27.0,37,240.559155
-27.0,37,240.568677
-29.0,37,240.594226
-29.0,37,240.611259
-27.0,37,240.623778
-27.0,37,240.650837
-27.0,37,240.668871
-27.0,37,240.677385
-27.0,37,240.700927
-27.0,37,240.71998
-27.0,37,240.7756
-29.0,37,240.8668
-27.0,37,240.884329
-27.0,37,240.894842
-27.0,37,240.915883
-27.0,37,240.929405
-27.0,37,240.937933
-27.0,37,240.956984
-27.0,37,240.985559
-27.0,37,240.997604
-27.0,37,241.021636
-27.0,37,241.037664
-27.0,37,241.044672
-27.0,37,241.061186
-27.0,37,241.075718
-27.0,37,241.08523
-27.0,37,241.112474
-27.0,37,241.142538
-27.0,37,241.157588
-27.0,37,241.194567
-27.0,37,241.313521
-27.0,37,241.341111
-27.0,37,241.37567
-27.0,37,241.389229
-27.0,37,241.395235
-27.0,37,241.409748
-27.0,37,241.421764
-27.0,37,241.42878
-29.0,37,241.45083
-27.0,37,241.475368
-27.0,37,241.482373
-27.0,37,241.506438
-27.0,37,241.521982
-27.0,37,241.531512
-27.0,37,241.550243
-27.0,37,241.567753
-27.0,37,241.576271
-27.0,37,241.603045
-27.0,37,241.619592
-27.0,37,241.627118
-27.0,37,241.646154
-27.0,37,241.661684
-27.0,37,241.670204
-27.0,37,241.756434
-27.0,37,241.81606
-27.0,37,241.825073
-27.0,37,247.269532
-27.0,37,247.283051
-27.0,37,247.29157
-27.0,37,247.313131
-29.0,37,247.325643
-27.0,37,247.333155
-27.0,37,247.353199
-27.0,37,247.379223
-27.0,37,247.387286
-27.0,37,247.404301
-27.0,37,247.42033
-27.0,37,247.428848
-27.0,37,247.602802
-27.0,37,247.627836
-27.0,37,247.63436
-27.0,37,247.649874
-27.0,37,247.663918
-27.0,37,247.669917
-27.0,37,247.690981
-27.0,37,247.708564
-27.0,37,247.716078
-27.0,37,247.734609
-27.0,37,247.755651
-27.0,37,247.765164
-27.0,37,247.783915
-27.0,37,247.800453
-27.0,37,247.809464
-27.0,37,247.827494
-27.0,37,247.852541
-27.0,37,247.861588
-27.0,37,247.879619
-27.0,37,247.895146
-27.0,37,248.002736
-27.0,37,248.026939
-27.0,37,248.039456
-29.0,37,248.044456
-27.0,37,248.061493
-27.0,37,248.074006
-27.0,37,248.087036
-27.0,37,248.103091
-27.0,37,248.116618
-27.0,37,248.125147
-27.0,37,248.142186
-27.0,37,248.154698
-29.0,37,248.164211
-27.0,37,248.184232
-27.0,37,248.206302
-27.0,37,248.214311
-29.0,37,248.237349
-27.0,37,248.250976
-27.0,37,248.257974
-29.0,37,248.276996
-27.0,37,248.292027
-27.0,37,248.308083
-27.0,37,248.328138
-27.0,37,248.344156
-27.0,37,248.351165
-27.0,37,248.387014
-27.0,37,248.501296
-27.0,37,248.511806
-27.0,37,248.529833
-27.0,37,248.541351
-27.0,37,248.548865
-27.0,37,248.571896
-27.0,37,248.587413
-27.0,37,248.593858
-27.0,37,248.611441
-27.0,37,248.626977
-27.0,37,248.634491
-27.0,37,248.655514
-27.0,37,248.670033
-27.0,37,248.684548
-27.0,37,248.702116
-27.0,37,248.719162
-27.0,37,248.726167
-27.0,37,248.744191
-27.0,37,248.757707
-27.0,37,248.767231
-27.0,37,248.792263
-27.0,37,248.809812
-27.0,37,248.821329
-27.0,37,248.841363
-27.0,37,248.853885
-27.0,37,248.862935
-27.0,37,248.971698
-27.0,37,249.005297
-27.0,37,249.013314
-27.0,37,249.035343
-27.0,37,249.047863
-27.0,37,249.053375
-27.0,37,249.072409
-27.0,37,249.082916
-27.0,37,249.091419
-27.0,37,249.111977
-27.0,37,249.128513
-27.0,37,249.143031
-27.0,37,249.163877
-27.0,37,249.176907
-27.0,37,249.183915
-27.0,37,249.201116
-29.0,37,249.220153
-27.0,37,249.229762
-27.0,37,249.262235
-27.0,37,249.276288
-27.0,37,249.284814
-27.0,37,249.304339
-27.0,37,249.318918
-27.0,37,249.328432
-27.0,37,249.349467
-27.0,37,249.464766
-27.0,37,249.480302
-27.0,37,249.496321
-27.0,37,249.510365
-27.0,37,249.517365
-27.0,37,249.535034
-27.0,37,249.547565
-27.0,37,249.553088
-27.0,37,249.571117
-27.0,37,249.593165
-27.0,37,249.621725
-27.0,37,249.65982
-27.0,37,249.678877
-27.0,37,249.700927
-27.0,37,249.718956
-29.0,37,249.73098
-27.0,37,249.739
-27.0,37,249.756051
-27.0,37,249.76957
-27.0,37,249.778099
-27.0,37,249.80429
-27.0,37,249.819348
-29.0,37,249.828872
-27.0,37,249.860425
-27.0,37,249.962712
-27.0,37,249.97223
-27.0,37,249.993273
-27.0,37,250.0053
-27.0,37,250.01182
-27.0,37,250.062052
